0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,class
-0.25217646,0.31497973,0.092706226,-0.051297124,0.005342187,-0.67434984,0.22218442,1.082903,-0.5652699,-0.2983546,-0.31962046,-0.70293427,-0.16279127,0.22808081,0.21048643,-0.58169305,0.13275142,-0.53888535,0.022900594,-1.0773085,0.1031043,0.05607676,0.45200983,-0.37490287,0.0448025,-0.13904278,-0.23704298,-0.13243307,-0.4995309,-0.032196876,0.7826157,0.033668857,0.2548143,-0.44183862,-0.09987187,0.5841716,-0.000508875,-0.25190088,-0.13546512,-0.8193538,0.035573374,-0.34827945,-0.32293853,0.14774923,0.28824085,-0.32258335,-0.22187684,0.04125912,0.25785485,0.1530847,0.24044804,-0.34491786,0.14187334,-0.041650888,-0.009520034,0.17537701,0.08151155,0.024469143,-0.5047724,0.1836008,0.23982662,-0.015522822,0.2813203,0.098100476,-0.6263276,0.48784912,0.033358064,0.44747078,-0.82749766,0.51948327,-0.21218248,0.5742311,0.62316245,0.1390407,0.6614606,0.26633412,0.017106896,-0.08732203,-0.311608,0.06376636,-0.2788987,-0.10245973,-0.4600806,0.685968,-0.29156002,-0.08965125,0.22920823,0.445778,0.4948608,0.26469615,0.6508274,0.08773851,0.24539651,0.100650586,0.91324115,0.4178393,0.25345466,-0.3098304,0.14049374,-0.117343344,1
-0.28318986,0.36721689,0.12041031,-0.116009295,0.09784555,-0.66777325,0.1504669,0.89988005,-0.5068921,-0.23524436,-0.36518568,-0.64967924,-0.22137277,0.117234215,0.2748758,-0.63534254,0.06795376,-0.50606114,0.047803417,-0.94808084,0.19092503,0.020970624,0.53291214,-0.4430016,0.19115683,-0.11315517,-0.26136035,-0.056478947,-0.4997999,0.008929446,0.81948936,0.15038686,0.16125454,-0.4712027,-0.08855055,0.57346404,0.010019055,-0.12509489,-0.109764054,-0.72394586,0.022526128,-0.2805286,-0.27799946,0.17040491,0.18805443,-0.30882677,-0.20026283,-0.00793829,0.2217097,0.10011903,0.35157672,-0.2780445,0.2056946,0.0061814087,-0.055222977,0.20010796,-0.015146892,0.059418313,-0.5642819,0.1467062,0.26237807,0.034783192,0.16157293,0.097048275,-0.5105383,0.4533705,0.09813505,0.37947524,-0.67327106,0.44178724,-0.4037254,0.5682635,0.69393915,0.23894998,0.6760415,0.19244777,-0.07189811,-0.058323316,-0.25872245,0.13467602,-0.30177084,-0.059092987,-0.48236313,0.7022618,-0.28599107,-0.16470517,0.31720433,0.49630857,0.42033872,0.10907104,0.7264379,0.14944248,0.2761198,0.033209074,0.8872329,0.3993088,0.21027844,-0.24218908,-0.0083374465,-0.17604707,1
-0.26336396,0.3225301,0.09783062,-0.03825241,0.0007356654,-0.7026031,0.23289138,1.1317657,-0.5925335,-0.30868143,-0.3399407,-0.7128951,-0.16839021,0.23205344,0.20562464,-0.6134709,0.14067486,-0.55768716,0.020872794,-1.1132078,0.112944484,0.043367483,0.4584087,-0.38635588,0.041816,-0.1497701,-0.2444463,-0.1250703,-0.5197509,-0.044190645,0.8027562,0.04759203,0.25405112,-0.44264632,-0.08795217,0.599205,0.0017069243,-0.26750407,-0.14923878,-0.84656525,0.032159805,-0.35156715,-0.31718504,0.1498568,0.2871564,-0.34454054,-0.22908695,0.045821115,0.27830943,0.16569597,0.24565037,-0.3459535,0.14943548,-0.04084171,-0.00968361,0.17984694,0.082615964,0.026918441,-0.51589817,0.19777948,0.25500506,-0.008008807,0.29462534,0.10148961,-0.65555865,0.49797186,0.037967827,0.47175947,-0.84644073,0.5312538,-0.21071407,0.5738781,0.62894624,0.13714851,0.6831431,0.28452525,0.028997306,-0.09437878,-0.3213808,0.06619345,-0.3003714,-0.08243921,-0.4907002,0.7186514,-0.31569445,-0.082106724,0.2384948,0.45955044,0.52679116,0.2796526,0.67399323,0.07519647,0.26785308,0.1160825,0.952755,0.42088014,0.2621385,-0.32944065,0.14873794,-0.1192545,2
-0.29127055,0.2496755,0.04711775,-0.0517541,-0.01376577,-0.78052586,0.23406933,1.2223436,-0.5511752,-0.3418745,-0.3158031,-0.7730228,-0.20196173,0.34359464,0.21488309,-0.7021507,0.13158336,-0.65987206,-0.0052965507,-1.2299031,0.06482871,0.09913548,0.40841258,-0.3973646,0.03193658,-0.1612336,-0.21945082,-0.14202876,-0.6148016,-0.07769434,0.8908521,-0.045187574,0.29483184,-0.51841843,-0.1406618,0.6432046,-0.015067213,-0.30488643,-0.11600966,-0.948973,0.024159096,-0.39936143,-0.38912803,0.1085923,0.31568137,-0.4165225,-0.34341192,0.10450452,0.34731033,0.22749129,0.22458114,-0.4466309,0.20587015,-0.011012671,0.06335839,0.26353994,0.1851778,0.046727266,-0.5664346,0.22646512,0.22272195,-0.06409412,0.35458988,0.11006456,-0.7359486,0.5839054,-0.0879551,0.523168,-0.99173385,0.60149115,-0.12702486,0.71910685,0.69881994,0.04874944,0.78569585,0.28973818,0.044425946,-0.08539116,-0.3477598,-0.040702984,-0.42327636,-0.10468448,-0.5357206,0.8205744,-0.3323253,-0.051648796,0.20770197,0.4822242,0.56399316,0.37159202,0.6678396,0.0656503,0.31760675,0.13986084,0.9373615,0.48814043,0.23665038,-0.3683052,0.14300695,-0.09794572,1
-0.23893261,0.227965,0.063425876,-0.022484304,-0.018889677,-0.6423068,0.2017105,1.011087,-0.4951326,-0.27019206,-0.29714608,-0.6276498,-0.16906348,0.26051098,0.15560289,-0.55708367,0.094625935,-0.5268341,0.0169751,-0.99004716,0.08384274,0.05548926,0.34010857,-0.3254692,0.008084401,-0.13610926,-0.20810974,-0.10817106,-0.48434135,-0.060168315,0.710706,0.017005982,0.22812168,-0.38707358,-0.09495403,0.51450914,-0.009523071,-0.22826783,-0.12740156,-0.7610031,0.020396752,-0.32714087,-0.28065804,0.100845896,0.24617295,-0.33060032,-0.21577428,0.066701345,0.28017497,0.18184765,0.17673092,-0.32585713,0.18255483,-0.021406345,0.051310875,0.19104722,0.11274443,0.03640762,-0.4519516,0.18506888,0.19612052,-0.026124492,0.26310727,0.071086735,-0.59667945,0.43486816,-0.015910292,0.4380167,-0.756133,0.4596037,-0.110968135,0.5202417,0.5631508,0.056538068,0.60877866,0.26952544,0.04598773,-0.0785035,-0.25190914,-0.009033767,-0.30944267,-0.05627797,-0.42818254,0.64983535,-0.26454455,-0.056691673,0.17556606,0.40658608,0.48754507,0.2966534,0.56999534,0.02827782,0.26930797,0.11035661,0.7912509,0.38761067,0.20084599,-0.30045152,0.15278354,-0.07391736,0
-0.30115744,0.2851619,0.060393337,-0.12984863,-0.06709813,-0.77121544,0.26454815,1.3166515,-0.49723625,-0.48014978,-0.2940255,-0.9746218,-0.20121463,0.40546998,0.25739408,-0.6322977,0.14291573,-0.73917365,0.046481088,-1.3587941,0.07282562,0.2630958,0.49470147,-0.3898387,0.021021223,-0.085198574,-0.2658827,-0.26496652,-0.6518593,0.052750606,0.93142873,-0.15158054,0.40645018,-0.7415902,-0.29329458,0.7242208,-0.024241209,-0.33344007,-0.119096436,-1.0875167,0.07261405,-0.4605086,-0.6331739,0.044832647,0.45235005,-0.41365674,-0.31729904,0.033573348,0.34335575,0.22346614,0.1259019,-0.6504098,0.13302422,-0.050228875,0.16150545,0.28706196,0.22042263,-0.056509536,-0.6543728,0.24027018,0.1793077,-0.11507385,0.37254807,0.08523327,-0.79193664,0.70645213,-0.12091114,0.6018911,-1.119116,0.738339,-0.05155775,0.9092271,0.8947661,0.038917687,0.8365783,0.24661751,0.0074899406,-0.16313083,-0.40282765,-0.07022766,-0.293409,-0.29094446,-0.41283354,0.84657544,-0.18050855,-0.17226903,0.22358654,0.520508,0.52478653,0.32867017,0.80406994,0.13387622,0.32860282,0.013901892,0.93580014,0.660023,0.22953899,-0.31045425,0.23503543,-0.04062899,1
-0.17815219,0.17205235,0.04180641,-0.028385995,-0.019186014,-0.45826605,0.14824098,0.73361444,-0.34110954,-0.21429463,-0.20059194,-0.46871448,-0.1177994,0.19441016,0.1213221,-0.38864985,0.081040695,-0.39217436,0.0056799026,-0.7229508,0.06051052,0.06047323,0.26305798,-0.22419526,4.6614732e-05,-0.09830448,-0.14939164,-0.08874462,-0.34670672,-0.028326366,0.5185643,-0.007912506,0.17482923,-0.3141502,-0.09195132,0.38030896,0.0019337941,-0.17014915,-0.096666135,-0.55662084,0.01861052,-0.235707,-0.22987509,0.061274245,0.19190435,-0.22716083,-0.16035366,0.041751064,0.20307733,0.13372125,0.11994073,-0.25339678,0.113671534,-0.023182642,0.048808303,0.13848938,0.10259302,0.024875524,-0.33725291,0.1311416,0.13006242,-0.022834895,0.19125257,0.051704805,-0.43262896,0.32920524,-0.020611873,0.3195147,-0.56013584,0.347342,-0.069388315,0.38644332,0.4276505,0.04961282,0.43253964,0.17384493,0.02721413,-0.056700766,-0.195722,-0.008355074,-0.21351153,-0.067337945,-0.29563323,0.47004384,-0.1783213,-0.052122768,0.13431974,0.29113603,0.33962446,0.20764247,0.41149274,0.03273895,0.19075926,0.05922519,0.5706122,0.30021155,0.14036278,-0.21681549,0.11610213,-0.047435846,0
-0.2808282,0.31695202,0.08733918,-0.07729683,-0.018564336,-0.7528731,0.24341841,1.2359359,-0.59262747,-0.36731708,-0.340158,-0.82321626,-0.18113828,0.2929995,0.2329804,-0.65563864,0.14181234,-0.63451356,0.03047802,-1.2435346,0.098545074,0.11048624,0.48514643,-0.41389427,0.045731366,-0.12841773,-0.25709894,-0.17958552,-0.59389436,-0.021685343,0.8793007,-0.008119719,0.31077844,-0.5531061,-0.15867463,0.664309,-0.016172385,-0.30409414,-0.14286286,-0.95993924,0.04350333,-0.40228584,-0.43875372,0.1280166,0.35117215,-0.39066494,-0.26813844,0.04459287,0.30118358,0.18005699,0.21935448,-0.4653718,0.14922798,-0.040804595,0.03447962,0.22464207,0.11379131,-0.006559386,-0.5870175,0.2182231,0.24432795,-0.044680662,0.33763623,0.11211721,-0.7246343,0.58800346,-0.012126175,0.53231865,-0.9691067,0.62330186,-0.17486233,0.7242205,0.736336,0.10090711,0.77814656,0.28700733,0.02132199,-0.11954695,-0.36239892,0.030119268,-0.30586955,-0.1621295,-0.4909111,0.7909001,-0.2912704,-0.11146441,0.24189788,0.4980422,0.5402816,0.30073267,0.7465476,0.10438934,0.3019906,0.09545294,0.9877468,0.51786923,0.27123395,-0.32948184,0.17416555,-0.11013535,2
-0.2651476,0.3075359,0.090713166,-0.043750014,-0.0010979803,-0.7012672,0.22495402,1.1161509,-0.5775308,-0.3027757,-0.327858,-0.70956,-0.17033385,0.24484995,0.20714468,-0.6087668,0.1351957,-0.56480926,0.017923426,-1.1018392,0.10908453,0.050257947,0.4445294,-0.3802573,0.034491915,-0.15333018,-0.23830444,-0.119024284,-0.52080977,-0.04527417,0.8029793,0.036875963,0.25269663,-0.4467948,-0.10480714,0.5910233,-0.0006409489,-0.2573298,-0.14944255,-0.8386936,0.031018678,-0.34876102,-0.31495774,0.13887627,0.28375563,-0.33671078,-0.2323206,0.050081413,0.27834037,0.17214203,0.23832591,-0.34708562,0.15949093,-0.03838408,0.0046328087,0.18788162,0.091093875,0.03660663,-0.51943564,0.19022973,0.23998877,-0.00920452,0.28765994,0.104395,-0.6446415,0.4947158,0.01916049,0.4633321,-0.84203637,0.5246507,-0.19565052,0.57116294,0.6322292,0.12699296,0.6733634,0.27633622,0.028334983,-0.08831405,-0.3138668,0.053368,-0.30777842,-0.08645431,-0.48810524,0.71623677,-0.31005883,-0.08228896,0.23122114,0.4584421,0.52215165,0.28525442,0.6595858,0.07228693,0.26492852,0.11130777,0.9339527,0.4235225,0.250788,-0.3244947,0.14925788,-0.11601353,1
-0.27458367,0.28925875,0.0697919,-0.11009491,-0.04239164,-0.7175376,0.24986987,1.2096257,-0.50177604,-0.41893095,-0.28374177,-0.8831954,-0.1780145,0.35369337,0.23655371,-0.5978078,0.13564478,-0.661934,0.043281857,-1.243911,0.07230176,0.20848456,0.4578213,-0.37278903,0.020733986,-0.09818538,-0.24523583,-0.22427352,-0.59417653,0.025640754,0.86684364,-0.11063276,0.35645682,-0.6432857,-0.24380486,0.65988415,-0.015573497,-0.30082172,-0.11832586,-0.9872423,0.061425656,-0.4158488,-0.53351086,0.068736486,0.40286002,-0.3689325,-0.28110123,0.038003597,0.30756313,0.19591066,0.15166469,-0.54737777,0.12786694,-0.052803647,0.12016487,0.2508502,0.18207139,-0.031880166,-0.5857329,0.2138518,0.18368307,-0.08865244,0.33587337,0.08882862,-0.7241727,0.6257443,-0.084440775,0.53272676,-1.0146023,0.6645324,-0.09334484,0.79215,0.8039233,0.06158881,0.75727385,0.24213526,0.0071096662,-0.13907082,-0.3713572,-0.037142366,-0.2845223,-0.23729388,-0.41423544,0.7722508,-0.20253906,-0.14600325,0.21059781,0.48759142,0.5057313,0.3059236,0.73162186,0.119581826,0.29189146,0.0360395,0.90068555,0.5775609,0.23211133,-0.29670107,0.2088173,-0.061537582,2
-0.24038468,0.3377248,0.09243591,-0.08397496,0.0022939672,-0.64351904,0.22709805,1.0761012,-0.53840667,-0.3393171,-0.3029614,-0.7558311,-0.14614946,0.22535075,0.234492,-0.5494804,0.14948653,-0.5316831,0.02426053,-1.1013199,0.098663636,0.110257626,0.5032947,-0.37025163,0.07179408,-0.103642784,-0.23558222,-0.17010869,-0.49879453,0.02070684,0.7817495,0.00022486082,0.28905094,-0.51756626,-0.1405993,0.6132325,0.0062110135,-0.26366055,-0.11994219,-0.84053445,0.0517701,-0.35290435,-0.41259587,0.13125524,0.32877713,-0.31218785,-0.23195945,0.0059896405,0.23502645,0.1304155,0.22226666,-0.41496673,0.081255525,-0.056296982,-0.012636732,0.17360888,0.077873595,-0.015311771,-0.532227,0.19040193,0.23146226,-0.037929866,0.29101256,0.10970461,-0.6256966,0.537334,0.03708111,0.4537006,-0.8659437,0.57797444,-0.21764445,0.65117514,0.6777642,0.1533861,0.6805055,0.22791956,-0.0062492765,-0.113855824,-0.34952503,0.08027126,-0.22352311,-0.18386692,-0.41860163,0.6725824,-0.25129586,-0.12910818,0.254121,0.43453333,0.4530425,0.2155553,0.6875031,0.14409892,0.23171186,0.060142044,0.905878,0.4576167,0.26172596,-0.2818331,0.13995351,-0.11099282,2
